label,text
1,"['selamat', 'pagi', 'kecewa', 'berat', 'indihome', 'internet', 'kocek', 'bayar', 'mahal', 'kecewa', 'langgan']"
2,"['pokok', 'afdol', 'lembang', 'bandung', 'mampir', 'humas', 'kampung', 'daun']"
2,"['kfc', 'bandung', 'supermall', 'fasilitas', 'lengkap', 'luas', 'jarang', 'temu', 'dikfc', 'keramahtamaan', 'karyawan', 'bagus']"
2,"['restoran', 'sapu', 'lidi', 'milik', 'uni', 'sendiri', 'serasa', 'makan', 'sawah', 'dikelilingin', 'kolam', 'ikan', 'nuansa', 'sawah', 'menu', 'makan', 'sunda', 'menu', 'favorit', 'jamur', 'bakar', 'enak', 'banget']"
2,"['enak', 'mi', 'abuabu', 'mi', 'black', 'cocol', 'sayap', 'ayam', 'mantap', 'makan', 'camil']"
1,"['nkri', 'bersyariah', 'fpi', 'revolusi', 'akhlaq', 'suara', 'adil', 'laugh', 'sandung', 'fpi', 'ulama', 'sandung', 'obrol', 'mesum', 'berani', 'pulang', 'nkri', 'bersyariah', 'amal', 'pancasila', 'sungguh', 'miris']"
1,"['macet', 'orang']"
0,"['singapura', 'selidik', 'jual', 'prt', 'indonesia', 'situs', 'daring']"
2,"['pergi', 'raya', 'ulang', 'kesan', 'istri', 'pilih', 'menu', 'makan', 'variatif', 'makan', 'barat', 'lokal', 'sedia', 'baju', 'hangat', 'dingin']"
1,"['pilih', 'orang', 'kecut', 'prabowo', 'pimpin', 'negara']"
1,"['iklan', 'baik', 'jaring', 'lamban']"
1,"['orang', 'tiongkok', 'masuk', 'indonesia', 'maju', 'andal', 'orang', 'pribumi', 'otak', 'jongkok']"
2,"['cepat', 'respon', 'kirim', 'kilat', 'ramah', 'berputarputar', 'toko', 'temu', 'toko', 'juragan', 'layan', 'muas', 'tangkap', 'juragan']"
1,"['sok', 'citra', 'basi', 'gaya', 'lu', 'wibawa', 'seragam', 'coklat', 'top', 'deh', 'anies']"
2,"['temanteman', 'suasana', 'senang', 'pandang', 'bagus', 'hawa', 'dingin', 'segar', 'malam', 'steak', 'enak']"
2,"['debut', 'bagus', 'suka', 'tonight', 'saranghajima', 'erti', 'rasa', 'winner', 'abang', 'bigbang', 'nyanyi', 'jiwa', 'ikut', 'nyanyi', 'bagus', 'banget', 'cinta', 'sifat', 'sikap']"
1,"['lelah', 'malam']"
1,['marah']
1,"['pilih', 'surabaya', 'eh', 'pilih', 'prabowo', 'maksude', 'pilih', 'jokowi', 'partai', 'banteng', 'moncong', 'tepung', 'grinningfacewithsmilingeyes']"
2,"['puas', 'servis', 'ramah', 'harga', 'banding', 'layan', 'pandang', 'keren', 'banget', 'cocok', 'acara', 'ngumpul', 'bareng', 'teman', 'keluarga', 'pokok', 'rekomendasi', 'sesal', 'deh', 'pokok', 'layan', 'feriyana', 'super', 'ramah', 'pokok', 'temanteman', 'the', 'tahun', 'recommened']"
1,"['kali', 'makan', 'abuba', 'steak', 'jakarta', 'beda', 'nikmat', 'abuba', 'steak', 'jakarta', 'enak', 'suasana', 'restoran', 'oke', 'toilet', 'tua', 'baharu']"
1,"['xl', 'jaring', 'jelek', 'banget']"
2,"['puas', 'games', 'mobile', 'legend']"
2,"['rekan', 'kerja', 'sengaja', 'coba', 'makan', 'siang', 'sambal', 'khas', 'karmila', 'cab', 'buah', 'batu', 'bandung', 'bilang', 'cozzy', 'nyaman', 'lantai', 'lantai', 'dasar', 'makan', 'makan', 'cepat', 'saji', 'penuh', 'hiruk', 'pikuk', 'langgan', 'ayam', 'bakar', 'rekomendasi', 'sambal', 'mangga', 'kait', 'harga', 'bilang', 'relative']"
2,"['kuah', 'bakso', 'asin', 'enak', 'jual', 'keliling', 'malang', 'bagus', 'jamu', 'teman', 'lokasi', 'ramai', 'bakso', 'sedia', 'capcay', 'nasi', 'goreng', 'lainlain', 'enak']"
1,"['warga', 'jakarta', 'malu', 'kang', 'oknum', 'tanggung', 'sweeping', 'bobotoh']"
2,"['tenderloin', 'steak', 'juara', 'mudah', 'akses', 'maki', 'sembunyi', 'nyaman', 'tema', 'zaman', 'ramai', 'layan']"
2,"['salah', 'restoran', 'chinese', 'masakan', 'kepiting', 'favorit', 'juara', 'pesan', 'kepiting', 'rebus', 'babat', 'toge', 'cah', 'kangkung']"
1,"['cebong', 'tuduh', 'curi', 'uang', 'sedekah', 'sila', 'urus', 'aris', 'wahyudi', 'ambil', 'komisi', 'transaksi', 'lacur', 'kedok', 'agama', 'berani', 'bulat', 'aris', 'wahyudi', 'berani', 'jonru']"
2,"['tarik', 'pilkada', 'jawa', 'barat', 'ridwan', 'kamil', 'pasang', 'tokoh', 'dc', 'universe']"
0,"['suasana', 'kantor', 'dpc', 'kab', 'bogor', 'jelang', 'pidato']"
1,"['djarum', 'kuat', 'rasa', 'bagus', 'pas', 'bakar']"
1,"['bakmi', 'tasik', 'teman', 'mampir', 'coba', 'bakmi', 'bakso', 'makan', 'biasabiasa', 'special']"
2,"['lokasi', 'pandan', 'wangi', 'pusat', 'kota', 'bandung', 'jangkau', 'menit', 'jalan', 'asia', 'afrika', 'patok', 'jalan', 'jalan', 'talaga', 'bodas', 'tinggal', 'cari', 'papan', 'tunjuk', 'pandan', 'wangi', 'jam', 'siang', 'orang', 'banyak', 'keluarga', 'anakanak', 'tunggu', 'saji', 'goreng', 'ubi', 'singkong', 'lumayan', 'enak']"
2,"['kali', 'eatalia', 'teman', 'orang', 'anak', 'memsungkan', 'memlilih', 'makan', 'anak', 'sedia', 'menu', 'porsi', 'anak', 'mes', 'cheese', 'bacon', 'deluxe', 'pizza', 'roti', 'warna', 'hitam', 'menu', 'pesan', 'kecewa']"
2,"['lumayan', 'sambel', 'enak', 'saji', 'model', 'pilih', 'makan', 'gurame', 'kakap', 'bawal', 'kerang', 'cumi', 'udang', 'macemmacem', 'deh', 'pesan', 'ikan', 'kembung']"
2,"['lokasi', 'salah', 'belanja', 'rekreasi', 'cihampelas', 'wali', 'bandung', 'resto', 'kecewa', 'saji', 'agam', 'resto', 'saji', 'enak', 'nikmat', 'cocok', 'santap', 'pasang', 'keluarga']"
1,"['zaman', 'mbak', 'mbak', 'online', 'shop', 'aplikasi', 'gojek', 'gocar', 'gosend', 'allah', 'bodoh', 'jual', 'hut']"
2,"['restoran', 'letak', 'stategis', 'jalan', 'dago', 'belah', 'hotel', 'holiday', 'inn', 'sesuai', 'judul', 'restoran', 'sedia', 'menu', 'masakan', 'aceh', 'favorit', 'mi', 'aceh', 'harga', 'standar', 'mahal', 'lupa', 'coba', 'roti', 'canai']"
2,"['bihun', 'goreng', 'enak', 'minyak', 'makan', 'kandung', 'babi', 'halal', 'es', 'teh', 'tawar', 'porsi', 'muas']"
1,"['lokasi', 'tes', 'telepon', 'angkat', 'email', 'auto', 'reply', 'rekomendasi', 'sadar', 'something', 'pas', 'mampir', 'kantor', 'cerita', 'held', 'tes', 'hotel', 'ruang', 'belah', 'kondangan', 'they', 'told', 'that', 'without', 'remorse']"
2,"['sate', 'kambing', 'gulai', 'kambing', 'maknyus', 'saji', 'makannan', 'cepat', 'bersih']"
1,"['yue', 'hotel', 'mongkok', 'hongkong', 'juni', 'booked', 'bayar', 'kamar', 'hotel', 'temu']"
2,"['poach', 'salmon', 'enak', 'layan', 'enak', 'scenery', 'mantap', 'tank', 'tapi', 'amanda', 'worth', 'itu', 'banget', 'deh']"
1,"['orang', 'cina', 'makan', 'legendaris', 'banget', 'orang', 'cina', 'makan', 'enak', 'enak', 'parkir', 'aujubila', 'susah', 'parkir', 'seberang', 'resto', 'trotoar', 'sabar', 'sekalisekali', 'sedih', 'deh']"
2,"['makan', 'restoran', 'pizza', 'enak', 'teman', 'nikmat', 'paket', 'sensasi', 'delight', 'harga', 'jangkau', 'kalang']"
0,"['hasil', 'quick', 'count', 'pilgub', 'kaltim', 'isran', 'had', 'unggul']"
1,"['jerat', 'buni', 'yani', 'undangundang', 'ite', 'jelasjelas', 'video', 'asal', 'youtube', 'unggah', 'pemprov', 'kena', 'undangundang', 'ite', 'pemprov', 'buni', 'yani']"
2,"['paket', 'gim', 'benarbenar', 'mantap', 'megah', 'makan', 'jamin', 'keren', 'bravo']"
2,"['gubernur', 'jembatan', 'penyebrangan', 'gang', 'makan', 'zaman', 'kuah', 'lontong', 'kari', 'kental', 'manis', 'cocok', 'acar', 'meja', 'porsi', 'kenyang']"
2,"['jalan', 'braga', 'lumayan', 'enak', 'nongkrong', 'live', 'musik', 'makan', 'lumayan']"
1,"['guna', 'setia', 'produk', 'kecewa', 'banget', 'layan', 'pusat', 'servis', 'asus', 'jujur', 'sepele', 'dapat', 'langgan']"
2,"['makan', 'pasta', 'asing', 'pizza', 'hut', 'posisi', 'pizza', 'nyaman', 'inside', 'mal', 'outside', 'mal', 'hadap', 'langsung', 'jalan', 'merdeka', 'manja', 'mata', 'rutinitas', 'orangorang', 'keliling', 'letak', 'strategis', 'angkut']"
2,"['makan', 'nengusung', 'konsep', 'tapi', 'alam', 'makan', 'saung', 'jalan', 'saung', 'suguh', 'pandang', 'indah', 'suasana', 'makan', 'nyaman', 'layan', 'cepat', 'enggan', 'pulang', 'harga', 'relatif', 'standart', 'mahal', 'kelas', 'makan', 'standart', 'suasana', 'mantap']"
2,"['cabai', 'pelit', 'masak', 'cepat', 'banget', 'enak', 'sayur', 'enak']"
1,"['penasaran', 'fotofoto', 'kunjung', 'artis', 'pas', 'pesan', 'makan', 'unggul', 'pikir', 'keras', 'aneh', 'kenal']"
1,"['kang', 'jalan', 'muararajeun', 'bulan', 'benar', 'rusak', 'serius']"
2,"['kecewa', 'tuhan']"
2,"['masakan', 'jepang', 'suka', 'menu', 'masakan', 'karubi', 'pas', 'lidah', 'keluarga', 'sedia', 'main', 'anakanak', 'harga', 'makan', 'resto', 'enak', 'masakan']"
2,"['istimewa', 'nilai', 'minus', 'nilai', 'kali', 'parkir', 'luas', 'dekorasi', 'ruang', 'makan', 'bicara', 'makan', 'urus', 'red', 'dipo', 'nilai', 'plus', 'makan', 'variasi', 'ratarata']"
2,"['makan', 'kaki', 'kambing', 'paha', 'empuk', 'lumayam', 'ukur', 'medium', 'pas', 'orang', 'makan', 'nasi', 'es', 'lemon', 'tea', 'segar', 'kurang', 'asap', 'wajar', 'namanyanjg', 'kambing', 'bakar', 'hehehe']"
2,"['bukti', 'sunda', 'gudang', 'mode', 'makan', 'enak', 'bakmi', 'parahiyangan', 'pokok', 'tagih']"
2,"['barang', 'kau', 'bagus', 'kualitas', 'seringkali', 'pas', 'lihat', 'eh', 'barang', 'bagus', 'bahan']"
1,"['kader', 'demokrat', 'ribut', 'hnw', 'pks', 'demiz', 'calon', 'jijik', 'baca']"
2,"['makan', 'libur', 'merdeka', 'agustus', 'menit', 'antre', 'sistem', 'pesan', 'reservasi', 'diijinkan', 'hemat', 'solat', 'pintu', 'masuk', 'main', 'seni', 'main', 'dekat', 'musola', 'menganggu', 'ibadah', 'takjub', 'suasana', 'alam', 'satu']"
1,"['tonton', 'film', 'bahasa', 'jawa', 'erti', 'teks', 'jelek', 'film', 'tindak', 'tayang', 'layar']"
2,"['chacha', 'makan', 'ringan', 'enak', 'tani', 'tugas']"
1,"['monyet', 'gua', 'nama', 'anonim', 'kecut', 'pakai', 'simbol', 'orang', 'hidup', 'situ', 'anjing', 'nama', 'berani', 'malu', 'mending', 'takut']"
1,"['bosan', 'janjijanji']"
2,"['cocok', 'relax', 'keluarga', 'layan', 'bagus', 'makan', 'enak', 'pandang', 'pandang', 'mantap']"
1,"['fadli', 'zon', 'anjing', 'kau', 'kau', 'sok', 'polos']"
2,"['enak', 'tuna', 'mayo', 'pizza', 'pinggir', 'pakai', 'cheesy', 'bites', 'harga', 'murah', 'layan', 'strategis']"
1,"['sulit', 'erti', 'orang']"
2,"['romantis', 'udara', 'dingin', 'suasana', 'tenang', 'makan', 'lezat', 'nikmat', 'indah', 'kota', 'bandung', 'romantis']"
0,"['nanda', 'dhl', 'indonesia']"
1,"['omong', 'anies', 'suka', 'balik', 'percaya', 'terus', 'gila']"
2,"['pasang', 'libur', 'asri', 'sejuk', 'pandang', 'tarik', 'makan', 'mahal', 'gugah', 'selera']"
2,"['enak', 'banget', 'wajib', 'coba', 'cinta', 'ayam', 'bakar', 'harga', 'padan', 'enak', 'makan', 'barengbareng', 'keluarga', 'cinta', 'makan', 'enak']"
1,"['rakyat', 'mah', 'panik', 'kibulin', 'istana', 'panik', 'jurus', 'tipu', 'keluar', 'mempan', 'rakyat', 'deh', 'pintar', 'kecuali', 'huni', 'kolam', 'butek', 'senang', 'umpan', 'tipu', 'tipu', 'hap', 'hap', 'hap']"
2,"['alhamdulillah', 'warga', 'batas', 'rasa', 'buah', 'bangun', 'nikmat', 'tunggu', 'merdeka', 'rasa', 'terima', 'kasih', 'jokowi', 'benci', 'jokowi', 'salut', 'beliau']"
2,"['lokasi', 'daerah', 'ciumbuleuit', 'pencil', 'kafe', 'halaman', 'rumah', 'sulap', 'makan', 'buka', 'taman', 'sederhana', 'sunyi', 'nongkrong', 'cafe', 'ribut', 'hiruk', 'pikuk', 'orang', 'makan', 'oke']"
1,"['marah', 'indosat']"
2,"['kampung', 'bareto', 'letak', 'datar', 'bandung', 'utara', 'saji', 'makan', 'indonesia', 'makan', 'barat', 'saung', 'leseh', 'meja', 'makan', 'temu', 'keluarga', 'arisan', 'makan', 'teman', 'cocok', 'jamu', 'tamu', 'santa', 'malam', 'minggu', 'saji', 'musik', 'live', 'sedia', 'kolam', 'ikan', 'pancing', 'harga', 'makan', 'id', 'suasana', 'tenang', 'layan']"
1,"['yusri', 'maling', 'kepala', 'maling', 'ayo', 'jabat', 'jakarta', 'cabut', 'ktp', 'dki', 'rakyat', 'miskin', 'bantu', 'pajak', 'orangorang', 'beruang', 'gaya']"
2,"['senang', 'kunjung', 'ayam', 'penyet', 'bu', 'tris', 'menu', 'sedia', 'coba', 'makan', 'sate', 'sungguh', 'nikmat', 'romantis', 'makan', 'tani', 'alun', 'live', 'musik']"
2,"['kali', 'makan', 'sengaja', 'antre', 'orang', 'restauran', 'enak', 'porsi', 'kenyang', 'harga', 'jangkau', 'lapar', 'pesan', 'porsi']"
2,"['nasi', 'goreng', 'hijau', 'tren', 'botti', 'enak', 'okeoke', 'jus', 'lumayan', 'segar', 'lumayan', 'ngumpulngumpul', 'keluarga']"
2,"['restoran', 'rekomendasi', 'bandung', 'layan', 'bagus', 'bagus', 'layan', 'pandang', 'kece', 'banget', 'makan', 'enak', 'sesal', 'deh']"
1,"['dasar', 'gubernur', 'mutu', 'pecat', 'gubernur']"
2,"['keren', 'sesuai', 'nama', 'the', 'tahun', 'restoran', 'lounge', 'nyaman', 'cocok', 'banget', 'makan', 'keluarga', 'pasang', 'kelurga', 'asik', 'layan', 'banget', 'ramah', 'harga', 'makan', 'standar']"
2,"['makan', 'siang', 'muas', 'menu', 'buffet', 'system', 'enak', 'saji', 'uni', 'nikmat', 'makan', 'langsung', 'alas', 'daun', 'pisang', 'sensasional', 'coba', 'menu', 'tutut', 'masak', 'kuning', 'jengkol', 'crispy', 'itu', 'incredible', 'but', 'quite', 'yummy', 'rekomendasi']"
2,"['mantap', 'ambo', 'kue', 'lembut', 'legit', 'kuah', 'lokasi', 'batas', 'jual', 'makan', 'nasi', 'tim', 'ayam', 'enak']"
2,"['teman', 'ajak', 'hang', 'out', 'sore', 'sayang', 'parkir', 'muat', 'mobil', 'susah', 'lumayan', 'habis', 'cari', 'parkir']"
2,"['makan', 'enak', 'variasi', 'makan', 'lumayan', 'buka', 'malam', 'cocok', 'cari', 'makan', 'malam']"
1,"['auto', 'mual', 'mie', 'lembek', 'molor', 'hancur', 'cuek']"
0,"['kubu', 'djarot', 'klaim', 'unggul', 'real', 'count']"
1,"['cap', 'cay', 'kangkung', 'lumayan', 'kepiting', 'saus', 'padang', 'kecewa', 'kasih', 'kepiting', 'kopong', 'makan', 'kepting', 'kembali']"
0,"['ricuh', 'ujung', 'debat', 'pilgub', 'jabar', 'mei', 'timbul', 'silang', 'dapat', 'kontestan', 'debat']"
2,"['yamien', 'manis', 'banget', 'mi', 'nursijan', 'asli', 'angka', 'almarhum', 'nasi', 'goreng', 'rekomendasi']"
2,"['engkau', 'bicara', 'kualitas', 'mu', 'orang', 'ikhlas', 'harga', 'hebat', 'mu']"
2,"['paket', 'murah', 'timpal', 'banget', 'pakai', 'unlimited', 'sinyal', 'bagus', 'streaming', 'terusterusan', 'sup', 'turun', 'internetan', 'kuatir', 'kuota', 'habis', 'merekmerek', 'kuota', 'sesal', 'beli']"
1,"['poor', 'makan', 'interior', 'bagus', 'parkir', 'susah', 'makan', 'manis', 'sayur', 'asem']"
0,"['surabaya', 'pilih', 'pilkada', 'sosok', 'partai', 'politik']"
2,"['warga', 'bandung', 'senang', 'nikmat', 'kuliner', 'bandung', 'restoran', 'orang', 'tua', 'kerap', 'bawa', 'nikmat', 'sate', 'ukur', 'bumbu', 'kacang', 'khas', 'paksa', 'restoran', 'coba', 'rekomendasi', 'restoran']"
2,"['nyaman', 'retro', 'menu', 'andal', 'grill', 'pesan', 'nasi', 'goreng', 'sea', 'food', 'enak']"
1,"['sesal', 'beli', 'first', 'press', 'regular', 'isi', 'photobooka', 'alur', 'jodoh']"
1,"['suka', 'beliau', 'jokowi', 'presiden']"
1,"['percaya', 'masyarakat', 'indonesia', 'karang', 'polisi', 'hormat', 'temu', 'motor', 'sila', 'nilai', 'arang', 'nilai']"
0,"['angka', 'anggap', 'bawa', 'hoki', 'pilkada', 'jawa']"
2,"['salah', 'pesan', 'jus', 'stroberi', 'nasi', 'liwet', 'sop', 'buntut', 'cek', 'out', 'their', 'butik', 'villa', 'cocok', 'relaxing', 'hari', 'pinggir', 'kolam', 'buku', 'ipad', 'surga']"
